gs_school_name,gs_school_address,gs_school_link,rating_band,rating
Monmouth Beach Elementary School,"7 Hastings Place, Monmouth Beach, NJ, 07750",https://www.greatschools.org/new-jersey/monmouth-beach/1201-Monmouth-Beach-Elementary-School/,Above average,10.0
Hilldale Elementary School,"123 KONNER AVENUE, Montville, NJ, 07058",https://www.greatschools.org/new-jersey/montville/1234-Hilldale-Elementary-School/,Above average,10.0
Deerfield Elementary School,"302 Central Avenue, Mountainside, NJ, 07092",https://www.greatschools.org/new-jersey/mountainside/1281-Deerfield-Elementary-School/,Above average,10.0
Gould Mountain School,"132 GOULD AVE, North Caldwell, NJ, 07006",https://www.greatschools.org/new-jersey/north-caldwell/1410-Gould--Mountain-School/,Above average,10.0
Roosevelt Science Technology Engineering and Mathematics (St,"5526 WISTERIA AVE, Pennsauken Township, NJ, 08109",https://www.greatschools.org/new-jersey/pennsauken-township/1602-Roosevelt-Elementary-School/,Above average,10.0
Hillview Elementary School,"206 Boulevard, Pequannock Township, NJ, 07444",https://www.greatschools.org/new-jersey/pequannock-township/1604-Hillview-Elementary-School/,Above average,10.0
Stephen J. Gerace Elementary School,"59 Boulevard, Pequannock Township, NJ, 07440",https://www.greatschools.org/new-jersey/pequannock-township/1607-Stephen-J.-Gerace-Elementary-School/,Above average,10.0
Three Bridges Elementary School,"480 MAIN STREET, Readington Township, NJ, 08887",https://www.greatschools.org/new-jersey/readington-township/1718-Three-Bridges-Elementary-School/,Above average,10.0
Somerville Elementary School,"45 SOUTH PLEASANT AVE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1736-Somerville-Elementary-School/,Above average,10.0
Orchard Elementary School,"230 DEMAREST ST, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1738-Orchard-Elementary-School/,Above average,10.0
Willard Elementary School,"601 MORNINGSIDE RD, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1739-Willard-Elementary-School/,Above average,10.0
Roosevelt Elementary School,"711 Summit Avenue, River Edge, NJ, 07661",https://www.greatschools.org/new-jersey/river-edge/1745-Roosevelt-Elementary-School/,Above average,10.0
Forrestdale Middle School,"60 Forrest Avenue, Rumson, NJ, 07760",https://www.greatschools.org/new-jersey/rumson/1784-Forrestdale-Middle-School/,Above average,10.0
Wandell Elementary School,"97 East Allendale Road, Saddle River, NJ, 07458",https://www.greatschools.org/new-jersey/saddle-river/1800-Wandell-Elementary-School/,Above average,10.0
William J. McGinn Elementary School,"1100 Roosevelt Avenue, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/1822-William-J.-McGinn-Elementary-School/,Above average,10.0
Malcolm S. MacKay Elementary School,"111 Jefferson Avenue, Tenafly, NJ, 07670",https://www.greatschools.org/new-jersey/tenafly/1940-Malcolm-S.-MacKay-Elementary-School/,Above average,10.0
Ralph S. Maugham Elementary School,"111 Magnolia Avenue, Tenafly, NJ, 07670",https://www.greatschools.org/new-jersey/tenafly/1941-Ralph-S.-Maugham-Elementary-School/,Above average,10.0
Sara M. Gilmore Academy,"1700 Kerrigan Avenue, Union City, NJ, 07087",https://www.greatschools.org/new-jersey/weehawken/1993-Woodrow-Wilson-School/,Above average,10.0
Edward T. Hamilton Elementary School,"1 Boundary Lane, Voorhees Township, NJ, 08043",https://www.greatschools.org/new-jersey/voorhees-township/2067-Edward-T.-Hamilton-Elementary-School/,Above average,10.0
Schuyler Colfax Mid School,"1500 Hamburg Turnpike, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2134-Schuyler--Colfax-Mid-School/,Above average,10.0
Academy Allied Health & Science,"2325 Heck Avenue, Neptune City, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/2152-Academy-Allied-Health--Sci/,Above average,10.0
Marine Academy of Science and Technology,"305 MAST Way, Highlands, NJ, 07732",https://www.greatschools.org/new-jersey/highlands/2154-Marine-Academy-Sci--Tech/,Above average,10.0
High Technology High School,"765 NEWMAN SPRINGS ROAD, Middletown Township, NJ, 07738",https://www.greatschools.org/new-jersey/middletown/2157-High-Technology-High-School/,Above average,10.0
Washington Elementary School,"900 Saint Marks Avenue, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2205-Washington-Elementary-School/,Above average,10.0
Union County Magnet High School,"1776 Raritan Road, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/2233-Union-Cty-Magnet-High-School/,Above average,10.0
Union County Vocational Technical School,"1776 Raritan Road, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/2234-Union-County-Vocational-Technical-School/,Above average,10.0
Catherine E. Doyle Elementary School,"250 WOOD RIDGE AVE, Wood-Ridge, NJ, 07075",https://www.greatschools.org/new-jersey/wood_ridge/2276-Catherine-E.-Doyle-Elementary-School/,Above average,10.0
Joseph D. Sharp Elementary School,"300 Old Orchard Road, Cherry Hill, NJ, 08003",https://www.greatschools.org/new-jersey/cherry-hill/304-Joseph-D.-Sharp-Elementary-School/,Above average,10.0
Princeton Charter School,"100 Bunn Drive, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/3358-Princeton-Charter-School/,Above average,10.0
Edison Academy Magnet School,"100 Technology Drive, Edison, NJ, 08837",https://www.greatschools.org/new-jersey/edison/3418-Academy-Of-Science-Vocational-School/,Above average,10.0
Communications High School,"1740 NEW BEDFORD ROAD, Wall Township, NJ, 07719",https://www.greatschools.org/new-jersey/wall-township/3429-Communications-High-School/,Above average,10.0
Alexander Hamilton School,"380 Harristown Road, Glen Rock, NJ, 07452",https://www.greatschools.org/new-jersey/glen-rock/3488-Alexander-Hamilton-School/,Above average,10.0
Stony Brook Elementary School,"20 Stephenson Road, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/3491-Stony-Brook-Elementary-School/,Above average,10.0
"Mathematics, Science & Engineering School","520 West Main Street, Rockaway, NJ, 07866",https://www.greatschools.org/new-jersey/rockaway/3497-Mathematics-Science--Engineering-School/,Above average,10.0
Alpine Elementary School,"500 Hillside Avenue, Alpine, NJ, 07620",https://www.greatschools.org/new-jersey/alpine/35-Alpine-Elementary-School/,Above average,10.0
Biotechnology High School,"5000 Kozloski Road, Freehold, NJ, 07728",https://www.greatschools.org/new-jersey/freehold/4274-Biotechnology-High-School/,Above average,10.0
Marine Academy of Technology and Environmental Science,"195 CEDAR BRIDGE ROAD, Stafford Township, NJ, 08050",https://www.greatschools.org/new-jersey/stafford-township/4287-Marine-Academy-Of-Technology-And-Environmental-Science/,Above average,10.0
Montgomery Lower Mid School,"373 Burnt Hill Road, Montgomery, NJ, 08558",https://www.greatschools.org/new-jersey/montgomery/4303-Montgomery-Lower-Mid-School/,Above average,10.0
Academy for Allied Health Sciences,"1776 Raritan Road, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/4311-Academy-For-Allied-Hlth-Sci/,Above average,10.0
The Academy for Information Technology,"1776 Raritan Road, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/4312-Academy-For-Info-Tech/,Above average,10.0
Upper School,"143 Charlotte Place, Englewood Cliffs, NJ, 07632",https://www.greatschools.org/new-jersey/englewood-cliffs/546-Englewood-Cliffs-Upper-School/,Above average,10.0
Lyncrest Elementary School,"9-04 MORLOT AVE, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/574-Lyncrest-Elementary-School/,Above average,10.0
Radburn Elementary School,"18-00 RADBURN RD, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/575-Radburn-Elementary-School/,Above average,10.0
Woodside Avenue Elementary School,"305 Woodside Avenue, Franklin Lakes, NJ, 07417",https://www.greatschools.org/new-jersey/franklin-lakes/607-Woodside-Avenue-Elementary-School/,Above average,10.0
Academy For Performing Arts,"1776 Raritan Road, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/6902-Academy-For-Perform-Arts/,Above average,10.0
Infinity Institute,"193 Old Bergen Road, Jersey City, NJ, 07305",https://www.greatschools.org/new-jersey/jersey-city/7066-Infinity-Institute/,Above average,10.0
Central Elementary School,"THREE LINCOLN AVENUE, Haddonfield, NJ, 08033",https://www.greatschools.org/new-jersey/pennsauken-township/719-Central-Elementary-School/,Above average,10.0
Thomas Edison EnergySmart Charter School,"150 Pierce Street, Franklin Township, NJ, 08873",https://www.greatschools.org/new-jersey/somerset/7281-Thomas-Edison-EnergySmart-Charter-School/,Above average,10.0
Woods Road Elementary School,"120 South Woods Road, Hillsborough Township, NJ, 08844",https://www.greatschools.org/new-jersey/hillsborough-township/794-Woods-Road-Elementary-School/,Above average,10.0
Ho-Ho-Kus Elementary School,"70 LLOYD ROAD, Ho-Ho-Kus, NJ, 07423",https://www.greatschools.org/new-jersey/ho_ho_kus/805-Ho-Ho-Kus-Elementary-School/,Above average,10.0
Indian Hill School,"735 Holmdel Road, Holmdel, NJ, 07733",https://www.greatschools.org/new-jersey/holmdel/815-Indian-Hill-School/,Above average,10.0
Village Elementary School,"67 McCampbell Road, Holmdel, NJ, 07733",https://www.greatschools.org/new-jersey/holmdel/816-Village-Elementary-School/,Above average,10.0
Toll Gate/Grammar Elementary School,"275 South Main Street, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/826-Toll-Gate-Grammar-Elementary-School/,Above average,10.0
Dr. Ronald Mc Nair Academic High School,"123 Coles Street, Jersey City, NJ, 07302",https://www.greatschools.org/new-jersey/jersey-city/878-Dr.-Ronald-Mc-Nair-Academy-High-School/,Above average,10.0
Diana C. Lobosco Stem Academy,"45 Reinhardt Road, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/9208-Diana-C.-Lobosco-Stem-Academy/,Above average,10.0
Point Road School,"357 Little Silver Point Road, Little Silver, NJ, 07739",https://www.greatschools.org/new-jersey/little-silver/996-Point-Road-Elementary-School/,Above average,10.0
Mount Pleasant Elementary School,"11 Broadlawn Drive, Livingston, NJ, 07039",https://www.greatschools.org/new-jersey/livingston/1003-Mount-Pleasant-Elementary-School/,Above average,9.0
Burnet Hill School,"25 Byron Place, Livingston, NJ, 07039",https://www.greatschools.org/new-jersey/livingston/1005-Burnet-Hill-School/,Above average,9.0
Central Avenue Elementary School,"50 Central Avenue, Madison, NJ, 07940",https://www.greatschools.org/new-jersey/madison/1053-Central-Avenue-Elementary-School/,Above average,9.0
Raymond E. Voorhees Elementary School,"11 Liberty Street, Old Bridge, NJ, 08857",https://www.greatschools.org/new-jersey/old-bridge-township/1068-Raymond-E.-Voorhees-Elementary-School/,Above average,9.0
Lafayette Mills Elementary School,"66 MAXWELL LANE, Manalapan Township, NJ, 07726",https://www.greatschools.org/new-jersey/manalapan-township/1082-Lafayette-Mills-Elementary-School/,Above average,9.0
Mannington Elementary School,"495 New Jersey 45, Salem, NJ, 08079",https://www.greatschools.org/new-jersey/salem/1094-Mannington-Elementary-School/,Above average,9.0
Eugene A Tighe Mid School,"7804 AMHERST AVENUE, Margate City, NJ, 08402",https://www.greatschools.org/new-jersey/margate/1109-Eugene-A-Tighe-Mid-School/,Above average,9.0
Jefferson Elementary School,"200 Hickory Avenue, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/111-Jefferson-Elementary-School/,Above average,9.0
Frank Defino Central Elementary School,"175 Route 79 North, Marlboro, NJ, 07746",https://www.greatschools.org/new-jersey/marlboro-township/1111-Frank-Defino-Central-Elementary-School/,Above average,9.0
Lincoln Elementary School,"115 Highview Avenue, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/112-Lincoln-Elementary-School/,Above average,9.0
Taunton Forge Elementary School,"32 Evergreen Trail, Medford, NJ, 08055",https://www.greatschools.org/new-jersey/medford/1132-Taunton-Forge-Elementary-School/,Above average,9.0
Mendham Twp Elementary School,"18 WEST MAIN STREET, Mendham Township, NJ, 07926",https://www.greatschools.org/new-jersey/mendham/1136-Mendham-Twp-Elementary-School/,Above average,9.0
Highland Avenue Elementary School,"31 Highland Avenue, Midland Park, NJ, 07432",https://www.greatschools.org/new-jersey/midland-park/1178-Highland-Avenue-Elementary-School/,Above average,9.0
Columbia Middle School,"345 Plainfield Avenue, Berkeley Heights, NJ, 07922",https://www.greatschools.org/new-jersey/berkeley-heights/118-Columbia-Middle-School/,Above average,9.0
South Mountain Elementary School,"2 Southern Slope Drive, Millburn, NJ, 07041",https://www.greatschools.org/new-jersey/millburn/1180-South-Mountain-Elementary-School/,Above average,9.0
Millburn Middle School,"25 OLD SHORT HILLS RD, Millburn, NJ, 07041",https://www.greatschools.org/new-jersey/millburn/1182-Millburn-Middle-School/,Above average,9.0
Hartshorn Elementary School,"400 HARTSHORN DRIVE, Millburn, NJ, 07078",https://www.greatschools.org/new-jersey/millburn/1185-Hartshorn-Elementary-School/,Above average,9.0
Mountain Park Elementary School,"55 Fairfax Drive, Berkeley Heights, NJ, 07922",https://www.greatschools.org/new-jersey/berkeley-heights/119-Mountain-Park-Elementary-School/,Above average,9.0
Montgomery Upper Mid School,"375 Burnt Hill Road, Montgomery, NJ, 08558",https://www.greatschools.org/new-jersey/montgomery/1228-Montgomery-Upper-Mid-School/,Above average,9.0
Cedar Hill Elementary School,"46 PINE BROOK ROAD, Montville, NJ, 07082",https://www.greatschools.org/new-jersey/montville/1232-Cedar-Hill-Elementary-School/,Above average,9.0
Woodmont Elementary School,"39 WOODMONT ROAD, Montville, NJ, 07058",https://www.greatschools.org/new-jersey/montville/1237-Woodmont-Elementary-School/,Above average,9.0
Morris County School Of Technology,"400 East Main Street, Denville, NJ, 07834",https://www.greatschools.org/new-jersey/denville/1244-Morris-Co-School-Of-Tech/,Above average,9.0
Mountain Lakes High School,"96 Powerville Road, Mountain Lakes, NJ, 07046",https://www.greatschools.org/new-jersey/mountain-lakes/1277-Mountain-Lakes-High-School/,Above average,9.0
Briarcliff Elementary School,"93 Briarcliff Road, Mountain Lakes, NJ, 07046",https://www.greatschools.org/new-jersey/mountain-lakes/1278-Briarcliff-Elementary-School/,Above average,9.0
William Annin Middle School,"70 Quincy Road, Bernards, NJ, 07920",https://www.greatschools.org/new-jersey/bernards/128-William-Annin-Middle-School/,Above average,9.0
Bertram F. Gibbs Elementary School,"195 Sutton Place, New Milford, NJ, 07646",https://www.greatschools.org/new-jersey/new-milford/1308-Bertram-F.-Gibbs-Elementary-School/,Above average,9.0
Cedar Hill School,"100 Peachtree Road, Bernards, NJ, 07920",https://www.greatschools.org/new-jersey/bernards/131-Cedar-Hill-School/,Above average,9.0
Allen W. Roberts Elementary School,"80 Jones Drive, New Providence, NJ, 07974",https://www.greatschools.org/new-jersey/new-providence/1311-Allen-W.-Roberts-Elementary-School/,Above average,9.0
Salt Brook Elementary School,"40 Maple Street, New Providence, NJ, 07974",https://www.greatschools.org/new-jersey/new-providence/1312-Salt-Brook-Elementary-School/,Above average,9.0
Brookdale Elementary School,"1230 Broad Street, Bloomfield, NJ, 07003",https://www.greatschools.org/new-jersey/bloomfield/142-Brookdale-Elementary-School/,Above average,9.0
Voorhees High School,"256 County Route 513, Glen Gardner, NJ, 08826",https://www.greatschools.org/new-jersey/glen-gardner/1420-Voorhees-High-School/,Above average,9.0
Northern Highlands Regional High School,"298 Hillside Avenue, Allendale, NJ, 07401",https://www.greatschools.org/new-jersey/allendale/1429-Northern-Highlands-Reg-High-School/,Above average,9.0
Northern Valley Regional High School at Demarest,"150 Knickerbocker Road, Demarest, NJ, 07627",https://www.greatschools.org/new-jersey/demarest/1430-N-Valley-Reg-H-Demarest/,Above average,9.0
Northern Valley Regional High School at Old Tappan,"140 Central Avenue, Old Tappan, NJ, 07675",https://www.greatschools.org/new-jersey/old-tappan/1431-N-Valley-Reg-H-Old-Tappan/,Above average,9.0
Northvale Public School,"441 Tappan Road, Northvale, NJ, 07647",https://www.greatschools.org/new-jersey/northvale/1434-Northvale-Public-School/,Above average,9.0
Norwood Elementary School,"177 Summit Street, Norwood, NJ, 07648",https://www.greatschools.org/new-jersey/norwood/1436-Norwood-Elementary-School/,Above average,9.0
Washington Elementary School,"155 Washington Avenue, Nutley, NJ, 07110",https://www.greatschools.org/new-jersey/nutley/1442-Washington-Elementary-School/,Above average,9.0
Yantacaw Elementary School,"20 Yantacaw Place, Nutley, NJ, 07110",https://www.greatschools.org/new-jersey/nutley/1443-Yantacaw-Elementary-School/,Above average,9.0
Manito Elementary School,"111 Manito Avenue, Oakland, NJ, 07436",https://www.greatschools.org/new-jersey/oakland/1446-Manito-Elementary-School/,Above average,9.0
Wolf Hill Elementary School,"29 Wolfhill Avenue, Oceanport, NJ, 07757",https://www.greatschools.org/new-jersey/oceanport/1467-Wolf-Hill-Elementary-School/,Above average,9.0
Charles Dewolf Middle School,"275 Old Tappan Road, Old Tappan, NJ, 07675",https://www.greatschools.org/new-jersey/old-tappan/1469-Charles-Dewolf-Middle-School/,Above average,9.0
Oak View Elementary School,"150 Garrabrant Avenue, Bloomfield, NJ, 07003",https://www.greatschools.org/new-jersey/bloomfield/147-Oak-View-Elementary-School/,Above average,9.0
T. Baldwin Demarest Elementary School,"1 School Street, Old Tappan, NJ, 07675",https://www.greatschools.org/new-jersey/old-tappan/1470-T.-Baldwin-Demarest-Elementary-School/,Above average,9.0
Memorial Elementary School,"EAST 203 MIDLAND AVENUE, Paramus, NJ, 07652",https://www.greatschools.org/new-jersey/paramus/1494-Memorial-Elementary-School/,Above average,9.0
West Ridge Elementary School,"18 South 1st Street, Park Ridge, NJ, 07656",https://www.greatschools.org/new-jersey/park-ridge/1500-West-Ridge-Elementary-School/,Above average,9.0
Lake Parsippany Elementary School,"225 Kingston Road, Parsippany-Troy Hills, NJ, 07054",https://www.greatschools.org/new-jersey/parsippany_troy-hills/1509-Lake-Parsippany-Elementary-School/,Above average,9.0
Northvail Elementary School,"10 EILEEN COURT, Parsippany-Troy Hills, NJ, 07054",https://www.greatschools.org/new-jersey/parsippany_troy-hills/1511-Northvail-Elementary-School/,Above average,9.0
Pascack Valley High School,"200 Piermont Avenue, Hillsdale, NJ, 07642",https://www.greatschools.org/new-jersey/hillsdale/1515-Pascack-Valley-High-School/,Above average,9.0
School 28,"200 Presidential Boulevard, Paterson, NJ, 07522",https://www.greatschools.org/new-jersey/paterson/1564-Number-28-Elementary-School/,Above average,9.0
Riverside Elementary School,"58 Riverside Drive, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/1683-Riverside-Elementary-School/,Above average,9.0
Hawes Elementary School,"531 STEVENS AVENUE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1734-Hawes-Elementary-School/,Above average,9.0
Travell Elementary School,"340 BOGERT AVE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1737-Travell-Elementary-School/,Above average,9.0
Stony Brook Elementary School,"44 Stony Brook Road, Rockaway, NJ, 07866",https://www.greatschools.org/new-jersey/rockaway/1762-Stony-Brook-Elementary-School/,Above average,9.0
Rumson Fair Haven Regional High School,"74 Ridge Road, Rumson, NJ, 07760",https://www.greatschools.org/new-jersey/rumson/1785-Rumson-Fair-Haven-Reg-High-School/,Above average,9.0
Pierrepont Elementary School,"70 East Pierrepont Avenue, Rutherford, NJ, 07070",https://www.greatschools.org/new-jersey/rutherford/1791-Pierrepont-Elementary-School/,Above average,9.0
Evergreen Elementary School,"2280 Evergreen Avenue, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/1821-Evergreen-Elementary-School/,Above average,9.0
Shrewsbury Elementary School,"20 Obre Place, Shrewsbury, NJ, 07702",https://www.greatschools.org/new-jersey/shrewsbury/1835-Shrewsbury-Elementary-School/,Above average,9.0
Lincoln Hubbard Elementary School,"52 Woodland Avenue, Summit, NJ, 07901",https://www.greatschools.org/new-jersey/summit/1921-Lincoln--Hubbard-Elementary-School/,Above average,9.0
Washington Elementary School,"507 Morris Avenue, Summit, NJ, 07901",https://www.greatschools.org/new-jersey/summit/1922-Washington-Elementary-School/,Above average,9.0
Tenafly Middle School,"10 Sunset Lane, Tenafly, NJ, 07670",https://www.greatschools.org/new-jersey/tenafly/1942-Tenafly-Middle-School/,Above average,9.0
Jefferson Elementary School,"3400 Palisade Avenue, Union City, NJ, 07087",https://www.greatschools.org/new-jersey/union-city/1999-Jefferson-Elementary-School/,Above average,9.0
Van Holten Elementary School,"360 Van Holten Road, Bridgewater, NJ, 08807",https://www.greatschools.org/new-jersey/bridgewater-township/200-Van-Holten-Elementary-School/,Above average,9.0
Union Twp Middle School,"165 Perryville Road, Hampton, NJ, 08827",https://www.greatschools.org/new-jersey/hampton/2008-Union-Twp-Middle-School/,Above average,9.0
Emil A. Cavallini Middle School,"392 West Saddle River Road, Upper Saddle River, NJ, 07458",https://www.greatschools.org/new-jersey/upper-saddle-river/2029-Emil-A.-Cavallini-Middle-School/,Above average,9.0
Kresson School,"7 SCHOOL LANE, Voorhees Township, NJ, 08043",https://www.greatschools.org/new-jersey/voorhees-township/2068-Kresson-School/,Above average,9.0
Allenwood Elementary School,"3301 ALLENWOOD LAKEWOOD RD, Wall Township, NJ, 07719",https://www.greatschools.org/new-jersey/wall-township/2078-Allenwood-Elementary-School/,Above average,9.0
Old Farmers Road Elementary School,"51 OLD FARMERS ROAD, Washington Township, NJ, 07853",https://www.greatschools.org/new-jersey/washington-township/2114-Old-Farmers-Road-Elementary-School/,Above average,9.0
Randall Carter Elementary School,"531 Alps Road, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2132-Randall-Carter-Elementary-School/,Above average,9.0
Village School,"601 NEW VILLAGE ROAD, West Windsor Township, NJ, 08550",https://www.greatschools.org/new-jersey/west-windsor-township/2188-Village-School/,Above average,9.0
Wilson Elementary School,"301 Linden Avenue, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2206-Wilson-Elementary-School/,Above average,9.0
Berkeley Avenue Elementary School,"47 Berkeley Avenue, Westwood, NJ, 07675",https://www.greatschools.org/new-jersey/westwood/2209-Berkeley-Avenue-Elementary-School/,Above average,9.0
Dorchester Elementary School,"100 Dorchester Road, Woodcliff Lake, NJ, 07677",https://www.greatschools.org/new-jersey/woodcliff-lake/2271-Dorchester-Elementary-School/,Above average,9.0
Abraham Lincoln Elementary School,"325 Mason Avenue, Wyckoff, NJ, 07481",https://www.greatschools.org/new-jersey/wyckoff/2281-Abraham-Lincoln-Elementary-School/,Above average,9.0
A. Russell Knight Elementary School,"140 Old Carriage Road, Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/295-A.-Russell-Knight-Elementary-School/,Above average,9.0
Brookside Elementary School,"100 Brookside Avenue, Allendale, NJ, 07401",https://www.greatschools.org/new-jersey/allendale/31-Brookside-Elementary-School/,Above average,9.0
Soaring Heights Charter School,"1 Romar Avenue, Jersey City, NJ, 07305",https://www.greatschools.org/new-jersey/jersey-city/3351-Soaring-Heights-Charter-School/,Above average,9.0
Mount Prospect Elementary School,"111 Hansom Road, Bernards, NJ, 07920",https://www.greatschools.org/new-jersey/bernards/3371-Mount-Prospect-Elementary-School/,Above average,9.0
Gray Charter School,"55 Liberty Street, Newark, NJ, 07102",https://www.greatschools.org/new-jersey/newark/3407-Gray-Charter-School/,Above average,9.0
Madison School No 10,"55 Lincoln Place, Garfield, NJ, 07026",https://www.greatschools.org/new-jersey/garfield/3414-Madison-School--No-10/,Above average,9.0
William H. Ross III Intermediate School,"101 N HAVERFORD AVENUE, Margate City, NJ, 08402",https://www.greatschools.org/new-jersey/margate-city/3417-William-H.-Ross-III-Intermediate-School/,Above average,9.0
Wemrock Brook School,"118 MILLHURST ROAD, Manalapan Township, NJ, 07726",https://www.greatschools.org/new-jersey/manalapan-township/3452-Wemrock-Brook-School/,Above average,9.0
Tenakill Middle School,"275 High Street, Closter, NJ, 07624",https://www.greatschools.org/new-jersey/closter/355-Tenakill-Middle-School/,Above average,9.0
James A. Garfield Elementary School,"480 Haddon Avenue, Collingswood, NJ, 08108",https://www.greatschools.org/new-jersey/collingswood/358-James-A.-Garfield-Elementary-School/,Above average,9.0
William P. Tatem Elementary School,"265 Lincoln Avenue, Collingswood, NJ, 08108",https://www.greatschools.org/new-jersey/collingswood/361-William-P.-Tatem-Elementary-School/,Above average,9.0
Conover Road School,"76 Conover Road, Colts Neck, NJ, 07722",https://www.greatschools.org/new-jersey/colts-neck/364-Conover-Road-School/,Above average,9.0
Brookside Place Elementary School,"700 Brookside Place, Cranford, NJ, 07016",https://www.greatschools.org/new-jersey/cranford/372-Brookside-Place-Elementary-School/,Above average,9.0
Lake Hiawatha School,"1 Lincoln Avenue, Parsippany-Troy Hills, NJ, 07034",https://www.greatschools.org/new-jersey/parsippany_troy-hills/4155-Lake-Hiawatha-School/,Above average,9.0
Chairville Elementary School,"36 Chairville Road, Medford, NJ, 08055",https://www.greatschools.org/new-jersey/medford/4211-Chairville-Elementary-School/,Above average,9.0
Tewksbury Elementary School,"109 Fairmount Road East, Califon, NJ, 07830",https://www.greatschools.org/new-jersey/califon/4251-Tewksbury-Elementary-School/,Above average,9.0
Lawrence Brook Elementary School,"48 Sullivan Way, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/428-Lawrence-Brook-Elementary-School/,Above average,9.0
Anthony Wayne Middle School,"201 Garside Avenue, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/4297-Anthony-Wayne-Middle-School/,Above average,9.0
